114,1
131,1
36,1
43,1
82,1
120,1
100,1
136,1
50,1
128,1
132,1
47,1
146,1
35,1
90,1
5,1
110,1
134,1
33,1
136,1
42,1
133,1
1,1
142,1
17,1
108,1
13,1
111,1
77,1
88,1
49,1
6,1
90,1
113,1
47,1
110,1
115,1
146,1
64,1
145,1
45,1
13,1
24,1
83,1
122,1
33,1
133,1
13,1
145,1
13,1
100,1
114,1
30,1
127,1
81,1
144,1
134,1
63,1
144,1
145,1
149,1
90,1
42,1
133,1
111,1
12,1
50,1
53,1
88,1
16,1
83,1
68,1
64,1
87,1
148,1
125,1
25,1
76,1
60,1
106,1
128,1
127,1
51,1
39,1
140,1
58,1
61,1
5,1
7,1
85,1
100,1
22,1
88,1
140,1
151,1
143,1
28,1
87,1
133,1
8,1
36,1
97,1
63,1
56,1
19,1
128,1
133,1
100,1
137,1
5,1
66,1
127,1
7,1
118,1
106,1
111,1
133,1
72,1
86,1
31,1
113,1
92,1
36,1
126,1
23,1
59,1
124,1
14,1
36,1
142,1
74,1
133,1
29,1
142,1
5,1
77,1
28,1
46,1
119,1
3,1
81,1
5,1
64,1
23,1
55,1
47,1
127,1
8,1
56,1
140,1
20,1
112,1
54,1
89,1
21,1
143,1
124,1
77,1
97,1
5,1
90,1
146,1
27,1
42,1
29,1
148,1
20,1
54,1
35,1
133,1
46,1
82,1
28,1
103,1
14,1
32,1
116,1
104,1
24,1
119,1
123,1
97,1
108,1
87,1
42,1
7,1
80,1
144,1
26,1
127,1
133,1
118,1
82,1
127,1
49,1
108,1
89,1
116,1
109,1
137,1
39,1
36,1
30,1
22,1
72,1
150,1
120,1
142,1
152,1
54,1
14,1
17,1
63,1
126,1
84,1
8,1
34,1
52,1
68,1
50,1
10,1
70,1
101,1
1,1
131,1
30,1
85,1
120,1
60,1
110,1
32,1
78,1
68,1
101,1
123,1
4,1
105,1
24,1
144,1
89,1
47,1
7,1
31,1
139,1
107,1
45,1
46,1
140,1
131,1
133,1
19,1
88,1
146,1
24,1
35,1
47,1
13,1
33,1
56,1
95,1
1,1
25,1
70,1
109,1
46,1
43,1
117,1
144,1
43,1
10,1
116,1
2,1
37,1
141,1
16,1
77,1
31,1
30,1
25,1
111,1
50,1
154,1
133,1
128,1
48,1
110,1
16,1
29,1
21,1
74,1
47,1
142,1
41,1
17,1
101,1
70,1
134,1
2,1
69,1
17,1
116,1
97,1
75,1
72,1
65,1
90,1
4,1
101,1
81,1
67,1
33,1
101,1
69,1
89,1
139,1
1,1
81,1
100,1
83,1
30,1
37,1
54,1
133,1
54,1
88,1
9,1
5,1
123,1
62,1
90,1
104,1
95,1
43,1
108,1
14,1
81,1
42,1
84,1
94,1
69,1
30,1
30,1
77,1
79,1
62,1
5,1
123,1
61,1
30,1
144,1
6,1
114,1
112,1
24,1
24,1
7,1
122,1
100,1
133,1
98,1
30,1
110,1
18,1
6,1
121,1
57,1
52,1
124,1
37,1
36,1
125,1
5,1
59,1
96,1
15,1
91,1
110,1
31,1
127,1
147,1
54,1
18,1
50,1
46,1
57,1
85,1
128,1
62,1
45,1
57,1
57,1
95,1
110,1
95,1
133,1
39,1
142,1
144,1
77,1
133,1
72,1
46,1
19,1
5,1
17,1
133,1
47,1
98,1
0,1
122,1
95,1
22,1
142,1
10,1
123,1
47,1
29,1
150,1
130,1
133,1
100,1
135,1
11,1
53,1
45,1
142,1
142,1
12,1
96,1
41,1
3,1
69,1
154,1
102,1
99,1
145,1
34,1
70,1
13,1
36,1
32,1
128,1
45,1
56,1
85,1
97,1
122,1
130,1
123,1
137,1
69,1
33,1
95,1
126,1
127,1
21,1
125,1
80,1
46,1
138,1
136,1
124,1
2,1
123,1
43,1
57,1
140,1
115,1
61,1
30,1
133,1
28,1
118,1
97,1
57,1
37,1
67,1
6,1
47,1
24,1
110,1
1,1
33,1
133,1
133,1
126,1
65,1
3,1
133,1
4,1
25,1
5,1
143,1
16,1
101,1
78,1
150,1
49,1
11,1
58,1
109,1
124,1
142,1
23,1
35,1
97,1
8,1
4,1
133,1
142,1
142,1
140,1
15,1
11,1
120,1
46,1
84,1
126,1
144,1
111,1
