138,138
113,113
127,127
93,130
145,15
146,133
22,59
148,79
105,105
47,52
40,41
71,71
58,58
47,141
19,37
125,36
17,5
56,56
13,33
130,130
108,20
45,121
119,119
68,68
88,88
28,28
135,135
26,26
14,14
87,87
102,67
68,61
123,122
1,1
146,95
0,0
143,143
150,22
100,100
75,75
150,144
28,28
22,59
53,123
151,66
98,98
17,5
5,49
46,46
137,150
123,142
11,139
104,104
56,56
97,97
127,114
117,65
31,39
48,32
17,17
146,146
52,49
47,138
123,123
146,146
150,150
106,106
8,9
36,5
125,65
150,150
114,114
148,79
73,73
144,13
7,7
15,65
11,12
6,6
144,47
71,71
42,42
57,57
144,144
3,123
56,0
123,149
77,97
54,124
4,4
148,96
146,146
47,45
117,117
63,63
47,59
22,22
67,24
151,151
11,11
138,138
57,57
117,26
43,43
3,116
110,110
84,85
145,145
122,32
120,120
148,148
127,52
82,86
8,8
25,25
111,144
117,117
48,28
29,50
126,154
25,127
140,140
37,37
6,128
24,150
136,136
103,103
111,18
46,46
137,137
88,75
24,43
19,19
9,9
118,65
102,102
117,48
8,129
48,150
14,14
47,104
120,120
86,74
89,76
109,103
57,57
34,34
46,46
14,62
46,124
84,78
90,90
60,60
68,139
66,66
25,25
120,120
5,5
136,27
20,123
127,127
133,62
128,141
33,0
29,4
21,21
47,112
112,112
125,36
18,18
112,112
95,98
92,92
116,34
119,110
11,11
115,115
97,94
116,116
109,109
67,62
71,71
102,102
117,149
75,148
46,137
0,0
54,136
109,109
123,110
85,85
73,73
97,97
17,17
72,129
16,121
54,54
128,72
56,56
110,110
95,87
104,104
62,64
115,115
24,24
143,47
45,14
73,73
71,151
47,143
11,11
132,131
6,7
30,38
47,53
47,47
114,114
45,25
67,31
63,63
33,33
47,70
41,112
95,75
72,18
142,142
26,115
2,37
72,72
39,28
46,9
34,153
3,3
6,5
1,1
37,65
64,64
56,56
20,152
95,95
103,103
94,94
146,18
19,19
124,121
112,112
142,142
25,28
21,72
64,64
128,72
109,109
12,112
146,146
109,6
21,21
12,149
116,48
94,94
113,113
87,98
21,100
45,36
40,40
66,140
84,74
15,13
26,60
60,60
95,95
42,42
69,69
66,66
11,31
39,116
142,138
27,27
115,116
106,66
112,119
12,12
102,118
129,144
131,131
130,95
152,152
130,44
105,105
116,116
89,90
83,83
13,51
99,99
48,35
74,83
19,117
116,115
100,100
89,146
132,130
46,100
73,106
62,62
149,72
78,78
128,54
123,122
133,93
5,16
45,34
108,108
55,55
74,74
36,36
141,141
115,26
24,24
103,98
1,1
77,77
79,86
69,69
59,59
83,83
59,59
142,97
32,32
30,105
8,8
111,58
80,82
34,34
82,90
87,131
19,43
55,110
109,67
6,56
141,141
54,54
127,37
104,5
77,86
115,115
52,61
33,8
88,88
126,126
95,74
154,35
149,149
83,83
107,107
114,114
74,146
146,146
17,0
143,129
132,132
114,114
126,51
70,144
2,2
61,61
6,6
20,147
11,11
21,143
113,113
23,23
20,3
45,70
113,113
47,10
80,80
53,53
70,67
66,141
26,45
128,124
52,52
1,1
81,95
93,93
45,53
135,135
88,21
145,41
84,77
53,141
5,31
47,20
148,148
28,28
72,129
153,145
52,52
150,49
35,145
118,67
111,111
40,38
44,44
67,37
133,96
76,76
90,90
106,111
147,147
119,119
9,9
102,102
12,108
121,121
122,58
134,97
6,45
101,101
130,20
22,22
106,106
134,135
100,32
72,72
143,138
40,24
151,151
32,32
49,4
88,107
122,71
59,59
154,52
128,128
150,50
116,116
70,70
122,142
47,11
118,118
54,54
59,12
13,34
57,99
125,33
110,110
0,61
75,88
65,70
46,46
137,41
69,139
141,53
68,68
143,35
47,57
57,57
136,20
31,31
88,23
24,64
67,30
32,32
18,0
95,97
146,95
145,145
144,144
39,39
146,75
125,62
121,121
64,36
40,38
110,15
28,28
112,112
60,60
92,92
88,135
128,151
12,12
126,126
47,150
33,33
52,49
118,118
60,59
135,135
10,25
128,127
129,46
90,90
3,3
24,37
0,154
23,22
42,42
132,132
21,21
57,24
51,121
120,113
31,2
135,135
115,115
145,149
128,40
15,30
109,109
97,81
12,12
100,100
115,115
19,19
46,39
58,58
46,151
100,100
65,33
31,36
130,91
88,88
79,76
110,110
63,63
87,131
22,22
1,11
68,69
48,28
29,29
40,41
61,41
148,148
78,93
123,123
87,148
124,20
101,101
43,140
47,111
127,127
102,109
22,125
10,42
90,90
95,95
35,35
89,94
123,123
114,149
133,101
22,22
99,99
33,138
90,91
92,92
32,32
48,9
87,88
61,61
45,27
36,36
128,46
20,66
17,33
98,90
56,109
57,70
49,49
79,79
88,88
80,80
18,115
102,102
39,39
56,37
122,142
26,26
143,36
44,44
0,123
24,125
44,45
80,96
145,145
112,42
46,0
62,121
113,113
36,140
132,130
67,67
91,91
23,56
48,48
94,94
100,100
33,48
110,110
95,134
29,29
27,27
111,1
10,10
13,11
137,114
4,4
145,43
23,51
70,67
122,151
45,32
12,12
136,105
109,64
104,104
79,79
95,95
24,38
110,31
139,139
87,87
127,127
96,146
141,141
6,127
111,111
68,63
151,69
20,103
51,10
128,128
14,13
65,138
14,14
55,55
47,121
57,33
89,135
7,7
128,63
152,152
111,143
47,13
129,126
64,0
146,85
96,96
144,144
47,26
3,124
145,15
54,54
47,132
134,76
71,71
149,73
149,149
6,54
81,92
61,20
95,81
110,113
40,68
115,116
77,98
47,112
136,52
57,4
77,146
33,73
111,108
105,105
34,34
145,145
102,18
28,28
81,81
11,11
100,100
112,19
51,51
89,94
25,10
35,16
139,129
58,39
45,50
83,83
139,143
60,147
93,93
114,38
106,106
133,133
104,58
47,54
127,7
56,56
96,96
7,123
52,137
130,97
84,80
37,37
130,86
125,45
24,108
48,28
32,154
1,1
35,35
19,27
48,6
95,85
96,96
125,41
137,141
33,33
57,29
6,11
47,118
132,93
48,48
142,45
6,6
145,67
53,53
59,59
93,93
90,90
4,4
58,3
55,18
137,137
95,96
88,88
4,4
108,21
119,119
148,75
108,59
35,35
29,71
3,51
104,104
23,23
49,52
108,39
47,129
108,108
117,117
4,142
2,37
25,25
126,14
111,111
25,25
31,31
122,71
95,81
28,28
128,128
29,50
145,103
118,24
118,118
131,130
133,133
108,48
6,6
58,152
89,79
10,48
6,7
89,75
97,97
125,35
127,121
71,51
92,92
134,84
58,59
20,22
50,113
68,68
6,4
112,28
123,58
57,66
104,105
47,57
85,85
57,4
18,126
144,144
130,59
108,113
46,127
114,64
107,106
92,92
10,68
132,132
106,106
101,139
1,45
47,109
149,149
76,76
108,108
103,109
150,149
127,40
89,89
96,100
109,103
145,126
97,89
101,101
72,72
77,77
110,110
33,63
66,66
111,115
1,0
114,114
114,102
88,88
101,101
89,131
139,139
11,11
20,71
121,20
128,124
110,110
124,124
52,52
120,119
121,66
45,42
95,80
10,9
20,9
103,103
110,118
144,144
94,94
54,137
148,134
104,25
146,146
128,35
148,88
104,105
100,32
100,41
20,20
61,61
57,127
62,62
144,15
130,79
31,48
47,10
110,110
54,54
74,74
76,76
58,58
48,30
115,115
120,120
132,132
148,146
54,61
130,42
10,10
95,95
96,134
128,126
26,26
60,60
93,93
97,89
151,151
66,20
55,55
148,90
12,12
92,89
37,47
25,9
137,137
25,10
80,80
107,21
55,15
31,40
47,47
61,44
12,153
67,70
16,16
57,103
49,29
154,13
114,111
104,99
104,52
121,152
71,71
12,109
2,2
142,20
61,29
61,60
59,59
134,89
123,9
76,76
19,29
44,44
35,17
71,136
63,63
61,22
71,46
29,40
107,117
96,96
109,109
19,117
42,154
136,137
110,73
42,9
139,139
95,95
83,83
145,66
146,146
95,95
11,11
60,60
81,81
71,71
79,81
126,126
90,87
23,23
116,30
23,23
31,31
13,13
48,30
78,74
136,151
103,109
36,29
14,145
123,122
30,30
47,47
75,75
48,10
128,73
133,133
6,141
107,99
17,12
10,9
23,23
108,108
90,87
20,20
58,100
56,106
148,96
94,94
80,80
145,145
131,80
47,55
106,106
85,76
91,91
46,151
107,107
31,102
123,123
126,140
94,94
88,88
124,26
47,80
101,143
45,45
75,75
57,10
77,77
39,30
113,113
102,15
130,87
44,53
59,145
20,20
142,46
115,115
127,44
115,115
143,143
142,65
121,121
57,57
36,36
151,72
87,74
66,66
113,101
58,58
128,128
46,122
32,32
108,108
50,103
22,22
15,101
0,0
